disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
M13_POLYMYALGIA,30030,Haematocrit percentage,%,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30020,Haemoglobin concentration,g/dL,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30300,High light scatter reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30290,High light scatter reticulocyte percentage,%,indirect_shared_factor,immune,immune,"{""immune"": 0.35}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30280,Immature reticulocyte fraction,ratio,neutral,,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30120,Lymphocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30180,Lymphocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30050,Mean corpuscular haemoglobin,pg,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30060,Mean corpuscular haemoglobin concentration,g/dL,indirect_shared_factor,immune,immune,"{""immune"": 0.35}",-0.0525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30040,Mean corpuscular volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.35}",-0.13999999999999999,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30100,Mean platelet (thrombocyte) volume,fL,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.5}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30260,Mean reticulocyte volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.35}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30270,Mean sphered cell volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.35}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30130,Monocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30190,Monocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30140,Neutrophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30200,Neutrophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30170,Nucleated red blood cell count,10^9 cells/L,neutral,,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30230,Nucleated red blood cell percentage,%,neutral,,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30080,Platelet count,10^9 cells/L,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.5}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30090,Platelet crit,%,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.5}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30110,Platelet distribution width,%,neutral,,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect_shared_factor,immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",-0.0875,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30070,Red blood cell (erythrocyte) distribution width,%,indirect_shared_factor,immune,immune,"{""immune"": 0.35}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30250,Reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.35, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30240,Reticulocyte percentage,%,indirect_shared_factor,immune,immune,"{""immune"": 0.35}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30000,White blood cell (leukocyte) count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.35, ""inflammation"": 0.5, ""sex"": -0.15}",0.34500000000000003,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30620,Alanine aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;inflammation;sex,inflammation;sex,"{""inflammation"": 0.5, ""sex"": -0.15}",0.075,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30600,Albumin,g/L,indirect_shared_factor,immune;inflammation;renal,immune;inflammation,"{""immune"": 0.35, ""inflammation"": 0.5}",-0.295,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30610,Alkaline phosphatase,U/L,indirect_shared_factor,age;alcohol;calcium,age,"{""age"": 0.85}",0.1275,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30630,Apolipoprotein A,g/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30640,Apolipoprotein B,g/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30650,Aspartate aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30710,C-reactive protein,mg/L,indirect_shared_factor,adiposity;immune;inflammation;smoking,immune;inflammation,"{""immune"": 0.35, ""inflammation"": 0.5}",0.555,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30680,Calcium,mmol/L,indirect_shared_factor,calcium;immune;renal,immune,"{""immune"": 0.35}",-0.034999999999999996,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30690,Cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30700,Creatinine,umol/L,indirect_shared_factor,activity;age;renal;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",0.1275,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30720,Cystatin C,mg/L,indirect_shared_factor,age;inflammation;renal;sex,age;inflammation;sex,"{""age"": 0.85, ""inflammation"": 0.5, ""sex"": -0.15}",0.2625,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30660,Direct bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30730,Gamma glutamyltransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30740,Glucose,mmol/L,indirect_shared_factor,adiposity;glycemia;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect_shared_factor,adiposity;age;glycemia,age,"{""age"": 0.85}",0.1275,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30760,HDL cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30770,IGF-1,nmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",-0.3825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30780,LDL direct,mmol/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30790,Lipoprotein A,nmol/L,neutral,lipids,,{},,Gaussian observation,no active risk path in this model
M13_POLYMYALGIA,30800,Oestradiol,pmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",-0.34,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30810,Phosphate,mmol/L,indirect_shared_factor,calcium;renal;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30820,Rheumatoid factor,IU/mL,indirect_shared_factor,age;immune,age;immune,"{""age"": 0.85, ""immune"": 0.35}",0.38999999999999996,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30830,SHBG,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",0.1275,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30850,Testosterone,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",-0.17,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30840,Total bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
M13_POLYMYALGIA,30860,Total protein,g/L,indirect_shared_factor,immune;inflammation;renal,immune;inflammation,"{""immune"": 0.35, ""inflammation"": 0.5}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30870,Triglycerides,mmol/L,indirect_shared_factor,adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30880,Urate,umol/L,indirect_shared_factor,adiposity;alcohol;renal;sex,sex,"{""sex"": -0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30670,Urea,mmol/L,indirect_shared_factor,age;renal;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",0.1275,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,30890,Vitamin D,nmol/L,neutral,activity;adiposity;pigmentation;uv,,{},,Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,21022,Age at recruitment,years,direct,age,age,"{""age"": 0.25}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,31,Gender,binary code,direct,sex,sex,"{""sex"": 0.1}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,699,Length of time at current address,years,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,709,Number in household,persons,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,796,Distance between home and job workplace,miles,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,757,Time employed in main current job,years,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,767,Length of working week for main job,hours,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,777,Frequency of travelling from home to job workplace,times/week,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,845,Age completed full time education,years,neutral,education,,{},,Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,4079,"Diastolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,4080,"Systolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.25, ""sex"": 0.1}",0.1625,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,102,"Pulse rate, automated reading",bpm,neutral,activity;anxiety;sleep;smoking,,{},,Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,46,Hand grip strength (left),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,47,Hand grip strength (right),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,48,Waist circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,21002,Weight,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,21001,Body mass index (BMI),kg/m^2,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",0.03,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,49,Hip circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,50,Standing height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,20015,Sitting height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23115,Leg fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23111,Leg fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23116,Leg fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23112,Leg fat mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23117,Leg fat-free mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23113,Leg fat-free mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23118,Leg predicted mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23114,Leg predicted mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23123,Arm fat percentage (left),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23119,Arm fat percentage (right),%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23124,Arm fat mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23120,Arm fat mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23121,Arm fat-free mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23125,Arm fat-free mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23126,Arm predicted mass (left),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23122,Arm predicted mass (right),kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23127,Trunk fat percentage,%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23128,Trunk fat mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23129,Trunk fat-free mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23130,Trunk predicted mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23105,Basal metabolic rate,kJ/day,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23099,Body fat percentage,%,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23100,Whole body fat mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23101,Whole body fat-free mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23102,Whole body water mass,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23106,Impedance of whole body,ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23110,Impedance of arm (left),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23109,Impedance of arm (right),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23108,Impedance of leg (left),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,23107,Impedance of leg (right),ohm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,3062,Forced vital capacity (FVC),L,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,3063,Forced expiratory volume in 1-second (FEV1),L,indirect_shared_factor,activity;adiposity;age;sex;smoking,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,20258,FEV1/ FVC ratio Z-score,z-score,indirect_shared_factor,activity;age;smoking,age,"{""age"": 0.25}",-0.025,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,3064,Peak expiratory flow (PEF),L/min,indirect_shared_factor,activity;adiposity;age;sex;smoking,age;sex,"{""age"": 0.25, ""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,20022,Birth weight,kg,neutral,education;smoking,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,2634,Duration of heavy DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2624,Frequency of heavy DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1021,Duration of light DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1011,Frequency of light DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,894,Duration of moderate activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,3647,Duration of other exercises,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,3637,Frequency of other exercises in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,914,Duration of vigorous activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,874,Duration of walks,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,981,Duration walking for pleasure,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,971,Frequency of walking for pleasure in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,943,Frequency of stair climbing in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,884,Number of days/week of moderate physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,904,Number of days/week of vigorous physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,864,Number of days/week walked 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1090,Time spent driving,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1080,Time spent using computer,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1070,Time spent watching television (TV),hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
