atlas,column_index,label_id,feature_name,disease,coverage_status,evidence_consistency,effect_mode,literature_d_median,source_d_values,model_latent_sd_shift,quantitative_sign_conflict,selected_association_ids,modeling_assumption
AAL3,106,111,Cerebellum_10_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,107,112,Cerebellum_10_R,AD,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,107,112,Cerebellum_10_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,108,113,Vermis_1_2,AD,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.205,"{""Ledig2018"": -0.205}",-0.13325,False,A00752,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,108,113,Vermis_1_2,MCI,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.117635,"{""Ledig2018"": -0.117635}",-0.076463,False,A00755,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,109,114,Vermis_3,AD,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.205,"{""Ledig2018"": -0.205}",-0.13325,False,A00753,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,109,114,Vermis_3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.117635,"{""Ledig2018"": -0.117635}",-0.076463,False,A00756,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,110,115,Vermis_4_5,AD,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.205,"{""Ledig2018"": -0.205}",-0.13325,False,A00754,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,110,115,Vermis_4_5,MCI,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.117635,"{""Ledig2018"": -0.117635}",-0.076463,False,A00757,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,111,116,Vermis_6,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.185,"{""Ledig2018"": 0.185}",0.12025,False,A00758,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,111,116,Vermis_6,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.095562,"{""Ledig2018"": 0.095562}",0.062115,False,A00760,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,112,117,Vermis_7,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.185,"{""Ledig2018"": 0.185}",0.12025,False,A00759,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,112,117,Vermis_7,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.095562,"{""Ledig2018"": 0.095562}",0.062115,False,A00761,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,113,118,Vermis_8,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.056,"{""Ledig2018"": 0.056}",0.0364,False,A00762,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,113,118,Vermis_8,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.036404,"{""Ledig2018"": 0.036404}",0.023663,False,A00765,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,114,119,Vermis_9,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.056,"{""Ledig2018"": 0.056}",0.0364,False,A00763,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,114,119,Vermis_9,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.036404,"{""Ledig2018"": 0.036404}",0.023663,False,A00766,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,115,120,Vermis_10,AD,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.056,"{""Ledig2018"": 0.056}",0.0364,False,A00764,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,115,120,Vermis_10,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.036404,"{""Ledig2018"": 0.036404}",0.023663,False,A00767,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,116,121,Thal_AV_L,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00451;A00488,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,116,121,Thal_AV_L,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.399,"{""Banerjee2025"": -0.399}",-0.25935,False,A00450,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,117,122,Thal_AV_R,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00453;A00489,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,117,122,Thal_AV_R,MCI,direct,see_individual_associations,source_median_numeric_volume,-0.336,"{""Banerjee2025"": -0.336}",-0.2184,False,A00452,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,118,123,Thal_LP_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,118,123,Thal_LP_L,MCI,parent_region_extrapolation,see_individual_associations,weak_parent_direction_assumption,,{},-0.08,False,A00834,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,119,124,Thal_LP_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,119,124,Thal_LP_R,MCI,parent_region_extrapolation,see_individual_associations,weak_parent_direction_assumption,,{},-0.08,False,A00835,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,120,125,Thal_VA_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,120,125,Thal_VA_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,121,126,Thal_VA_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,121,126,Thal_VA_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,122,127,Thal_VL_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00484,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,122,127,Thal_VL_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,123,128,Thal_VL_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00485,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,123,128,Thal_VL_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,124,129,Thal_VPL_L,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00502,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,124,129,Thal_VPL_L,MCI,direct,see_individual_associations,directional_GMV_assumption,,{},-0.2,False,A00520,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,125,130,Thal_VPL_R,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00503,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,125,130,Thal_VPL_R,MCI,direct,see_individual_associations,directional_GMV_assumption,,{},-0.2,False,A00521,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,126,131,Thal_IL_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00482,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,126,131,Thal_IL_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,127,132,Thal_IL_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00483,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,127,132,Thal_IL_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,128,133,Thal_Re_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,128,133,Thal_Re_L,MCI,parent_region_extrapolation,see_individual_associations,weak_parent_direction_assumption,,{},-0.08,False,A00842,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,129,134,Thal_Re_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,129,134,Thal_Re_R,MCI,parent_region_extrapolation,see_individual_associations,weak_parent_direction_assumption,,{},-0.08,False,A00843,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,130,135,Thal_MDm_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00456;A00490,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,130,135,Thal_MDm_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.447,"{""Banerjee2025"": -0.447}",-0.29055,False,A00454,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,131,136,Thal_MDm_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00460;A00491,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,131,136,Thal_MDm_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.412,"{""Banerjee2025"": -0.412}",-0.2678,False,A00458,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,132,137,Thal_MDl_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00457;A00492,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,132,137,Thal_MDl_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.447,"{""Banerjee2025"": -0.447}",-0.29055,False,A00455,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,133,138,Thal_MDl_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00461;A00493,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,133,138,Thal_MDl_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.412,"{""Banerjee2025"": -0.412}",-0.2678,False,A00459,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,134,139,Thal_LGN_L,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,134,139,Thal_LGN_L,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,135,140,Thal_LGN_R,AD,indirect,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,135,140,Thal_LGN_R,MCI,parent_region_extrapolation,see_individual_associations,unresolved_zero_center_hypothesis,,{},0.0,False,,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,136,141,Thal_MGN_L,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00486;A00504,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,136,141,Thal_MGN_L,MCI,direct,see_individual_associations,directional_GMV_assumption,,{},-0.2,False,A00522,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,137,142,Thal_MGN_R,AD,direct,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00487;A00505,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,137,142,Thal_MGN_R,MCI,direct,see_individual_associations,directional_GMV_assumption,,{},-0.2,False,A00523,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,138,143,Thal_PuI_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00466;A00494,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,138,143,Thal_PuI_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.334,"{""Banerjee2025"": -0.334}",-0.2171,False,A00462,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,139,144,Thal_PuI_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00474;A00495,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,139,144,Thal_PuI_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266,"{""Banerjee2025"": -0.266}",-0.1729,False,A00470,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,140,145,Thal_PuM_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00467;A00496,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,140,145,Thal_PuM_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.334,"{""Banerjee2025"": -0.334}",-0.2171,False,A00463,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,141,146,Thal_PuM_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00475;A00497,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,141,146,Thal_PuM_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266,"{""Banerjee2025"": -0.266}",-0.1729,False,A00471,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,142,147,Thal_PuA_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00468;A00498,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,142,147,Thal_PuA_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.334,"{""Banerjee2025"": -0.334}",-0.2171,False,A00464,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,143,148,Thal_PuA_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00476;A00499,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,143,148,Thal_PuA_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266,"{""Banerjee2025"": -0.266}",-0.1729,False,A00472,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,144,149,Thal_PuL_L,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00469;A00500,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,144,149,Thal_PuL_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.334,"{""Banerjee2025"": -0.334}",-0.2171,False,A00465,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,145,150,Thal_PuL_R,AD,parent_region_extrapolation,see_individual_associations,directional_GMV_assumption,,{},-0.3,False,A00477;A00501,"Fixed latent-SD magnitude for qualitative GMV direction only. Indirect PET/contrast/thickness effects never substituted as volume d. Zero center is an unresolved modeling hypothesis, not evidence of no disease association."
AAL3,145,150,Thal_PuL_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.266,"{""Banerjee2025"": -0.266}",-0.1729,False,A00473,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,146,151,ACC_sub_L,AD,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.221883,"{""Frontal2026"": -0.142766, ""Ledig2018"": -0.301}",-0.144224,False,A00357;A00748,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,146,151,ACC_sub_L,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.015001,"{""Frontal2026"": 0.206406, ""Ledig2018"": -0.176404}",0.004875,True,A00359;A00750,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,147,152,ACC_sub_R,AD,parent_region_extrapolation,mixed_significance_or_measurement,source_median_numeric_volume,-0.221883,"{""Frontal2026"": -0.142766, ""Ledig2018"": -0.301}",-0.144224,False,A00358;A00749,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,147,152,ACC_sub_R,MCI,parent_region_extrapolation,conflicting_directions,source_median_numeric_volume,0.015001,"{""Frontal2026"": 0.206406, ""Ledig2018"": -0.176404}",0.004875,True,A00360;A00751,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,148,153,ACC_pre_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.005,"{""Ledig2018"": -0.005}",-0.00325,False,A00740,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,148,153,ACC_pre_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.091874,"{""Ledig2018"": -0.091874}",-0.059718,False,A00744,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,149,154,ACC_pre_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.005,"{""Ledig2018"": -0.005}",-0.00325,False,A00741,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,149,154,ACC_pre_R,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.091874,"{""Ledig2018"": -0.091874}",-0.059718,False,A00745,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,150,155,ACC_sup_L,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.005,"{""Ledig2018"": -0.005}",-0.00325,False,A00742,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,150,155,ACC_sup_L,MCI,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.091874,"{""Ledig2018"": -0.091874}",-0.059718,False,A00746,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
AAL3,151,156,ACC_sup_R,AD,parent_region_extrapolation,see_individual_associations,source_median_numeric_volume,-0.005,"{""Ledig2018"": -0.005}",-0.00325,False,A00743,"Median within source then across sources; gain0.65 for measurement/cohort transfer; additional0.5 if quantitative signs conflict; cap±1.8. These gains/cap are modeling assumptions, not estimated from target data."
