association_id,column_index,label_id,feature_name,atlas,disease,comparison,reference_id,source_region,source_url,doi,tissue,mapping_status,direction,effect_type,effect_value,uncertainty,measurement,source_location,mapping_limitation,evidence_strength,shared_evidence_group
A00773,14,58,R_Accumbens,FIRST,AD,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.457,p<0.00001; corrected significance ++ (++); mean residual -71.7±177.2; HC0±138.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:AccumbensArea:AD:case_vs_NC
A00774,152,157,N_Acc_L,AAL3,AD,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.457,p<0.00001; corrected significance ++ (++); mean residual -71.7±177.2; HC0±138.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:AccumbensArea:AD:case_vs_NC
A00775,153,158,N_Acc_R,AAL3,AD,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.457,p<0.00001; corrected significance ++ (++); mean residual -71.7±177.2; HC0±138.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:AccumbensArea:AD:case_vs_NC
A00776,13,26,L_Accumbens,FIRST,MCI,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.31778,"Approx Wald95%CI[-0.462588,-0.172972]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:AccumbensArea:MCI:case_vs_NC
A00777,14,58,R_Accumbens,FIRST,MCI,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.31778,"Approx Wald95%CI[-0.462588,-0.172972]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:AccumbensArea:MCI:case_vs_NC
A00778,152,157,N_Acc_L,AAL3,MCI,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.31778,"Approx Wald95%CI[-0.462588,-0.172972]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:AccumbensArea:MCI:case_vs_NC
A00779,153,158,N_Acc_R,AAL3,MCI,case_vs_NC,Ledig2018,AccumbensArea,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.31778,"Approx Wald95%CI[-0.462588,-0.172972]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:AccumbensArea:MCI:case_vs_NC
A00780,2,11,L_Caudate,FIRST,AD,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.396,p<0.00001; corrected significance ++ (++); mean residual 799.5±2447.8; HC0±1597.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Caudate:AD:case_vs_NC
A00781,3,50,R_Caudate,FIRST,AD,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.396,p<0.00001; corrected significance ++ (++); mean residual 799.5±2447.8; HC0±1597.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Caudate:AD:case_vs_NC
A00782,72,75,Caudate_L,AAL3,AD,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.396,p<0.00001; corrected significance ++ (++); mean residual 799.5±2447.8; HC0±1597.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Caudate:AD:case_vs_NC
A00783,73,76,Caudate_R,AAL3,AD,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.396,p<0.00001; corrected significance ++ (++); mean residual 799.5±2447.8; HC0±1597.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Caudate:AD:case_vs_NC
A00784,2,11,L_Caudate,FIRST,MCI,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.184378,"Approx Wald95%CI[0.040168,0.328588]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Caudate:MCI:case_vs_NC
A00785,3,50,R_Caudate,FIRST,MCI,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.184378,"Approx Wald95%CI[0.040168,0.328588]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Caudate:MCI:case_vs_NC
A00786,72,75,Caudate_L,AAL3,MCI,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.184378,"Approx Wald95%CI[0.040168,0.328588]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Caudate:MCI:case_vs_NC
A00787,73,76,Caudate_R,AAL3,MCI,case_vs_NC,Ledig2018,Caudate,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.184378,"Approx Wald95%CI[0.040168,0.328588]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Caudate:MCI:case_vs_NC
A00788,4,12,L_Putamen,FIRST,AD,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.29,p0.00012; corrected significance ++ (+); mean residual -367.5±1300.2; HC0±1243.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Putamen:AD:case_vs_NC
A00789,5,51,R_Putamen,FIRST,AD,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.29,p0.00012; corrected significance ++ (+); mean residual -367.5±1300.2; HC0±1243.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Putamen:AD:case_vs_NC
A00790,74,77,Putamen_L,AAL3,AD,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.29,p0.00012; corrected significance ++ (+); mean residual -367.5±1300.2; HC0±1243.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Putamen:AD:case_vs_NC
A00791,75,78,Putamen_R,AAL3,AD,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,reported_Cohen_d_case_minus_NC,-0.29,p0.00012; corrected significance ++ (+); mean residual -367.5±1300.2; HC0±1243.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:Putamen:AD:case_vs_NC
A00792,4,12,L_Putamen,FIRST,MCI,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.158568,"Approx Wald95%CI[-0.302699,-0.014437]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Putamen:MCI:case_vs_NC
A00793,5,51,R_Putamen,FIRST,MCI,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.158568,"Approx Wald95%CI[-0.302699,-0.014437]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Putamen:MCI:case_vs_NC
A00794,74,77,Putamen_L,AAL3,MCI,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.158568,"Approx Wald95%CI[-0.302699,-0.014437]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Putamen:MCI:case_vs_NC
A00795,75,78,Putamen_R,AAL3,MCI,case_vs_NC,Ledig2018,Putamen,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.158568,"Approx Wald95%CI[-0.302699,-0.014437]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Putamen:MCI:case_vs_NC
A00796,6,13,L_Pallidum,FIRST,AD,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.098,p0.19090; corrected significance o (o); mean residual 38.0±418.7; HC0±362.0 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,not_significant_after_correction,Ledig2018:Pallidum:AD:case_vs_NC
A00797,7,52,R_Pallidum,FIRST,AD,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.098,p0.19090; corrected significance o (o); mean residual 38.0±418.7; HC0±362.0 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,not_significant_after_correction,Ledig2018:Pallidum:AD:case_vs_NC
A00798,76,79,Pallidum_L,AAL3,AD,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.098,p0.19090; corrected significance o (o); mean residual 38.0±418.7; HC0±362.0 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,not_significant_after_correction,Ledig2018:Pallidum:AD:case_vs_NC
A00799,77,80,Pallidum_R,AAL3,AD,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,reported_Cohen_d_case_minus_NC,0.098,p0.19090; corrected significance o (o); mean residual 38.0±418.7; HC0±362.0 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,not_significant_after_correction,Ledig2018:Pallidum:AD:case_vs_NC
A00800,6,13,L_Pallidum,FIRST,MCI,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.016215,"Approx Wald95%CI[-0.127693,0.160123]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Pallidum:MCI:case_vs_NC
A00801,7,52,R_Pallidum,FIRST,MCI,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.016215,"Approx Wald95%CI[-0.127693,0.160123]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Pallidum:MCI:case_vs_NC
A00802,76,79,Pallidum_L,AAL3,MCI,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.016215,"Approx Wald95%CI[-0.127693,0.160123]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Pallidum:MCI:case_vs_NC
A00803,77,80,Pallidum_R,AAL3,MCI,case_vs_NC,Ledig2018,Pallidum,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_MCI_pooled_vs_HC_Cohen_d,0.016215,"Approx Wald95%CI[-0.127693,0.160123]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:Pallidum:MCI:case_vs_NC
A00804,8,16,BrainStem,FIRST,AD,case_vs_NC,Ledig2018,BrainStem,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,higher,reported_Cohen_d_case_minus_NC,0.012,p0.87624; corrected significance o (o); mean residual 17.8±1574.8; HC0±1484.5 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,not_significant_after_correction,Ledig2018:BrainStem:AD:case_vs_NC
A00805,8,16,BrainStem,FIRST,MCI,case_vs_NC,Ledig2018,BrainStem,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,derived_MCI_pooled_vs_HC_Cohen_d,-0.051929,"Approx Wald95%CI[-0.195859,0.092001]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:BrainStem:MCI:case_vs_NC
A00806,9,17,L_Hippocampus,FIRST,AD,case_vs_NC,Ledig2018,LeftHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-1.502,p<0.00001; corrected significance ++ (++); mean residual -588.1±423.1; HC0±364.6 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:LeftHippocampus:AD:case_vs_NC
A00807,38,41,Hippocampus_L,AAL3,AD,case_vs_NC,Ledig2018,LeftHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-1.502,p<0.00001; corrected significance ++ (++); mean residual -588.1±423.1; HC0±364.6 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:LeftHippocampus:AD:case_vs_NC
A00808,9,17,L_Hippocampus,FIRST,MCI,case_vs_NC,Ledig2018,LeftHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,derived_MCI_pooled_vs_HC_Cohen_d,-1.062226,"Approx Wald95%CI[-1.215908,-0.908545]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:LeftHippocampus:MCI:case_vs_NC
A00809,38,41,Hippocampus_L,AAL3,MCI,case_vs_NC,Ledig2018,LeftHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,derived_MCI_pooled_vs_HC_Cohen_d,-1.062226,"Approx Wald95%CI[-1.215908,-0.908545]; n343/404; public aggregate moments; uncorrected multiplicity; rounding uncertainty not quantified",MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTables4+5; Methods nuisance correction,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact. MCI343 summary reconstructed from pMCI177+sMCI166; not general population MCI.,derived_aggregate,Ledig2018:LeftHippocampus:MCI:case_vs_NC
A00810,10,53,R_Hippocampus,FIRST,AD,case_vs_NC,Ledig2018,RightHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-1.28,p<0.00001; corrected significance ++ (++); mean residual -527.3±488.0; HC0±339.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:RightHippocampus:AD:case_vs_NC
A00811,39,42,Hippocampus_R,AAL3,AD,case_vs_NC,Ledig2018,RightHippocampus,https://doi.org/10.1038/s41598-018-29295-9,10.1038/s41598-018-29295-9,gray matter or nucleus; see measurement,direct,lower,reported_Cohen_d_case_minus_NC,-1.28,p<0.00001; corrected significance ++ (++); mean residual -527.3±488.0; HC0±339.1 mm3; CI not reported,MALPEM/NMM regional volumes; HC-fitted age/sex/total-brain-size residuals,SupplementTable4,NMM/MALPEM→FIRST or AAL3 anatomical correspondence; bilateral pool mapped to each side unless source explicitly side-specific; merged/split boundaries not exact.,supported,Ledig2018:RightHippocampus:AD:case_vs_NC
