feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
510,seq.5701.81,seq_5701_81,Tetranectin,CLEC3B,P05452,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
511,seq.5733.61,seq_5733_61,IFN10,IFNA10,P01566,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
512,seq.5749.53,seq_5749_53,COL,CLPS,P04118,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
513,seq.5759.10,seq_5759_10,Ephrin-A3,EFNA3,P52797,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
514,seq.5803.24,seq_5803_24,C3d,C3,P01024,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,ALS,muscle_cytoskeleton,single_clinical_source_multiplicity_controlled,1,0.4,ALS_Ran_2026,"[{""reference_id"": ""ALS_Ran_2026"", ""source_locator"": ""SupplementaryTableS1 row118"", ""estimate"": ""0.68"", ""estimate_type"": ""log2_fold_change_fixed_effect_linear_mixed_model"", ""ci_lower"": """", ""ci_upper"": """", ""standard_error"": ""0.19"", ""p_value"": ""0.000639"", ""q_value"": ""0.029"", ""adjusted_p_value"": """", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""requires_GNPC_constituent_cohort_review""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
515,seq.5879.51,seq_5879_51,Dynactin subunit 2,DCTN2,Q13561,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
516,seq.5934.1,seq_5934_1,Ferritin,FTH1|FTL,P02794|P02792,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
517,seq.5954.62,seq_5954_62,PTH,PTH,P01270,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
518,seq.5982.50,seq_5982_50,FHR1,CFHR1,Q03591,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
519,seq.6077.63,seq_6077_63,CECR1,ADA2,Q9NZK5,StrokeTIA,extracellular_matrix,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row33"", ""estimate"": ""1.7"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.34"", ""ci_upper"": ""2.16"", ""standard_error"": """", ""p_value"": ""1.241553271970821e-05"", ""q_value"": """", ""adjusted_p_value"": ""0.036253355541547974"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
520,seq.6081.52,seq_6081_52,PCOC2,PCOLCE2,Q9UKZ9,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
521,seq.6086.15,seq_6086_15,CRDL2,CHRDL2,Q6WN34,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
522,seq.6207.10,seq_6207_10,prosaposin,PSAP,P07602,StrokeTIA,metabolism_transport,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2164"", ""estimate"": ""2.38"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.72"", ""ci_upper"": ""3.3"", ""standard_error"": """", ""p_value"": ""1.5528349695664592e-07"", ""q_value"": """", ""adjusted_p_value"": ""0.0004534278111134061"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
523,seq.6225.3,seq_6225_3,Prostasin,PRSS8,Q16651,StrokeTIA,metabolism_transport,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2159"", ""estimate"": ""2.24"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.75"", ""ci_upper"": ""2.88"", ""standard_error"": """", ""p_value"": ""2.2950801065710664e-10"", ""q_value"": """", ""adjusted_p_value"": ""6.701633911187514e-07"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}, {""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2159"", ""estimate"": ""2.66"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.98"", ""ci_upper"": ""3.58"", ""standard_error"": """", ""p_value"": ""8.749767393249115e-11"", ""q_value"": """", ""adjusted_p_value"": ""2.5549320788287415e-07"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,PD,extracellular_matrix,prospective_risk_direction_proxy,-1,-0.25,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row1094"", ""estimate"": ""0.63"", ""estimate_type"": ""HR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""0.53"", ""ci_upper"": ""0.76"", ""standard_error"": """", ""p_value"": ""1.5405083809442474e-06"", ""q_value"": """", ""adjusted_p_value"": ""0.004498284472357202"", ""direction"": ""higher_predicts_lower_risk"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
524,seq.6276.16,seq_6276_16,Furin,FURIN,P09958,StrokeTIA,extracellular_matrix,prospective_risk_direction_proxy,1,0.25,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row1094"", ""estimate"": ""1.45"", ""estimate_type"": ""HR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.24"", ""ci_upper"": ""1.71"", ""standard_error"": """", ""p_value"": ""4.13325193156519e-06"", ""q_value"": """", ""adjusted_p_value"": ""0.012069095640170354"", ""direction"": ""higher_predicts_greater_risk"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
525,seq.6289.78,seq_6289_78,RHG36,ARHGAP36,Q6ZRI8,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
